Site,Mean,Median,Slope,Pval,IAV,Type
1,20.13292082,19.96629737,-0.004787389,0.592490181,0.6540929,TR
2,18.76612323,18.71356098,0.008222189,0.408214895,0.385220209,TR
3,19.33836623,19.34225379,0.009494977,0.271287116,0.424470643,TR
4,19.06784576,19.16660623,0.017928676,0.453662366,0.782831028,TR
5,19.66949693,19.66702254,0.009147574,0.077128904,0.327209967,TR
6,18.7877744,18.8105966,0.005389784,0.426842609,0.332416005,TR
7,19.00966137,19.01766629,0.012883107,0.110117954,0.336190449,TR
8,17.95614753,17.92228993,0.064741153,1.14E-07,0.411382404,TR
9,19.5563255,19.46157008,-0.004739977,0.441845503,0.336530668,TR
10,19.06651127,19.07980372,0.061335279,1.95E-06,0.467729634,TR
11,21.18077586,21.12622006,-0.013279254,0.172615162,0.412199616,TR
12,20.58298043,20.51909822,-0.017181587,0.046980561,0.516644166,TR
13,20.53865192,20.48815816,-2.65E-05,0.976347077,0.286546609,TR
14,20.26948012,20.18685588,-0.007625435,0.057758189,0.330575995,TR
15,16.86608519,16.90806651,-0.005850872,0.802761792,0.578275477,TR
16,17.0183066,16.96300206,-0.008536593,0.342740466,0.397265223,TR
17,17.81617308,17.79800385,-0.033325876,0.005827257,0.693425041,TR
18,17.14921222,17.10874292,-0.017160882,0.123136276,0.536724737,TR
19,16.71050609,16.76003331,-0.008719506,0.614239542,0.836477404,TR
20,17.68331284,17.69227428,0.008232997,0.259887237,0.400040775,TR
21,17.41979347,17.39641947,0.033764699,0.006974724,0.628165649,TR
22,17.28337405,17.14434638,-0.00405391,0.709164504,0.561194315,TR
23,16.69660361,16.69126648,-0.002177277,0.709164504,0.426827089,TR
24,16.57117145,16.52985735,-0.014911337,0.094861077,0.326869502,TR
25,17.32736802,17.15910294,-0.032521565,0.04378698,0.885605801,TR
26,18.07761525,18.16594748,0.007218851,0.373752366,0.754682909,TR
27,17.06514247,16.78480326,-0.026299854,0.247555778,0.936046148,TR
28,17.84256898,17.93245661,0.008699901,0.458558746,0.470486099,TR
29,18.53979102,18.64770378,-0.02276076,0.04378698,0.625952267,TR
30,17.80382903,17.70566089,-0.017537361,0.406443338,0.732036465,TR
31,18.12143786,18.22540018,-0.011440878,0.085498733,0.393386304,TR
32,17.23602856,17.34207788,-0.016518927,0.109368087,0.535739171,TR
33,16.76943774,16.83122115,-0.066641915,0.000998225,1.021693633,TR
34,16.87052236,17.2000993,-0.058135138,0.002493028,0.885236083,TR
35,18.5146101,18.71930907,-0.023575472,0.040778692,0.637006233,TR
36,20.17550041,20.1759482,-0.020503977,0.040778692,0.501937063,TR
37,20.67876128,20.78766736,0.007875897,0.566446142,0.640595933,TR
38,19.55514735,19.59484072,0.005335867,0.678080109,0.564970494,TR
39,22.03754713,22.01883206,0.041632229,3.77E-05,0.436825548,TR
40,23.71649731,23.86591719,-0.012725465,0.202343887,0.546769001,TR
41,21.03853702,21.01925149,0.034999438,0.001108723,0.494151527,TR
42,21.28206949,21.27561711,0.021325671,0.013860537,0.467858095,TR
43,18.43024157,18.5698495,-0.011085651,0.573210979,1.270377414,TR
44,23.23516527,23.29755404,-0.04061282,0.000724929,0.529180144,TR
45,21.23739997,21.31844824,-0.001447304,0.812508546,0.446031012,TR
46,20.42176333,20.47240959,0.017992506,0.003665604,0.361520769,TR
47,18.43996547,18.39263317,0.034079132,0.001851125,0.61648367,TR
48,19.08872062,19.07110318,0.016491343,0.13051015,0.599759489,TR
49,18.48089833,18.41980637,0.021030906,0.074406914,0.498104666,TR
50,17.78803034,17.78833542,-0.010027804,0.099826764,0.273532139,TR
51,23.1483305,22.93512265,0.072285405,2.04E-09,0.272635902,TR
52,21.43072699,21.53847499,0.00932277,0.476729058,0.693113504,TR
53,20.18097054,20.24836802,0.013987788,0.102956008,0.460203449,TR
54,21.4334686,21.53339051,0.007802995,0.467546063,0.697475473,TR
55,20.1934107,20.26009139,0.01448633,0.116091857,0.453537185,TR
56,19.08621798,19.10567185,0.004167027,0.506130717,0.292863014,TR
57,17.28372436,17.14207908,0.039561967,0.00029888,0.423918111,TR
58,18.24954355,18.26310711,0.04022581,1.96E-05,0.391893501,TR
59,17.68168066,17.70837608,-0.019315627,0.001202307,0.311742472,TR
60,19.70495678,19.73481344,-0.009643328,0.466468277,0.602679374,TR
61,18.36558903,18.38454118,-0.016243187,0.056674503,0.463351364,TR
62,17.44382578,17.49066384,-0.008768872,0.085454292,0.239710993,TR
63,17.20607403,17.19329902,0.004609432,0.19843041,0.225119351,TR
64,19.46917111,19.56510564,0.004208282,0.653187872,0.416782487,TR
65,18.83945614,18.82656152,0.057676323,2.44E-05,0.54770978,TR
66,19.07205498,19.03676425,0.019329479,0.0033329,0.326354821,TR
67,16.09033171,16.10687719,0.004099659,0.377138203,0.3344547,TR
68,20.66957384,20.57322432,-0.035112244,1.74E-06,0.216379236,TR
69,20.63585376,20.63381761,-0.035474812,3.19E-08,0.165519827,TR
70,21.52048486,21.51746272,-0.002304013,0.353545768,0.17362618,TR
71,21.71017242,21.69872098,0.002066154,0.568058624,0.180365281,TR
72,18.16603768,18.17006607,0.00693756,0.434311443,0.425905091,TR
73,18.34836925,18.27904038,-0.05868107,0.000116035,0.599581861,TR
74,18.29096104,18.37022374,0.017912287,0.202343887,0.740309811,TR
75,17.11635027,17.02899861,0.021707225,0.009078017,0.372772929,TR
76,20.36866893,20.4949687,-0.005431065,0.49528676,0.474136181,TR
77,17.53511241,17.45251972,-0.018512583,0.046980561,0.464983649,TR
78,19.23702318,19.37632003,-0.032439554,0.060816949,0.847517936,TR
79,18.66250788,18.62977683,0.026663119,0.110838581,0.576309413,TR
80,19.48162822,19.57538683,0.003792921,0.63099504,0.418756926,TR
81,19.44609313,19.37777412,0.023272537,0.081071985,0.509873363,TR
82,17.13046647,17.07121403,0.030647926,0.009031778,0.486319858,TR
83,17.34575199,17.36596604,0.013039171,0.225057145,0.420056129,TR
84,18.15328197,18.29218563,-0.016682054,0.138222105,0.628673887,TR
85,20.70462317,20.66162474,0.008563197,0.683336809,0.822613488,TR
86,18.64847419,18.72643787,0.008918171,0.61012677,0.607067598,TR
87,20.15527843,20.33640401,0.036849955,0.004781376,0.621385678,TR
88,19.89931045,19.98047176,0.029432495,0.006539518,0.435935646,TR
89,18.03428794,17.98981979,0.070757393,2.15E-05,0.625904272,TR
90,17.78640116,17.76701818,0.019025938,0.06153857,0.515706667,TR
91,16.29028424,16.33012673,0.017678589,0.095783373,0.413023781,TR
92,18.26479688,18.33110951,-0.020343212,0.066414908,0.453509209,TR
93,18.35423228,18.45026027,0.024447733,0.01078891,0.417155059,TR
94,17.93862834,17.87673973,-0.014257898,0.221049562,0.544052641,TR
95,17.92505989,17.91607349,-0.004834531,0.709164504,0.461088436,TR
96,18.62235638,18.77490724,-0.024670685,0.017696356,0.598204157,TR
97,17.86004125,17.71049574,0.01774738,0.35803517,0.99474815,TR
98,18.6140133,18.58423153,-0.006254201,0.399023523,0.2730804,TR
99,18.55754926,18.6033141,-0.027884425,1.97E-06,0.209441807,TR
100,18.14016174,18.22696236,-0.011285831,0.089198342,0.350432422,TR
101,17.90116624,17.97119568,-0.009964491,0.224135675,0.428883647,TR
102,18.74622502,18.84147221,-0.030847814,1.16E-06,0.22937334,TR
103,18.4097601,18.47649728,-0.011954642,0.066028378,0.356818996,TR
104,18.38817162,18.35912626,-0.020356649,5.52E-05,0.228456194,TR
105,21.60491462,21.69561127,0.077034012,1.50E-05,0.847403429,TR
106,23.62294977,23.7584532,0.028538232,0.070515954,0.828000095,TR
107,21.90921678,22.04924717,0.056097615,2.81E-06,0.637208562,TR
108,18.19288995,18.04460019,-0.035824436,0.009078017,0.663043254,TR
109,20.95940051,21.08751439,0.05135473,8.27E-07,0.290561826,TR
110,21.2114049,21.29721787,0.047885661,1.62E-07,0.264102013,TR
111,22.26654482,22.22814599,0.031861875,2.37E-06,0.224105998,TR
112,20.02082219,20.0252827,0.003756037,0.61012677,0.365925521,TR
113,19.2514789,19.019537,-0.024597186,0.116091857,0.986327752,TR
114,19.26542932,19.20725128,-0.00954062,0.475320239,0.466801678,TR
115,17.58539719,17.63924155,-0.011065585,0.426842609,0.539089717,TR
116,16.37959999,16.40302139,0.011669379,0.178313608,0.416185809,TR
117,19.53185987,19.49073286,0.002925184,0.661499203,0.5496424,TR
118,18.09576276,18.22166727,-0.01554424,0.131521222,0.511321237,TR
119,16.98287012,17.02341344,0.01053405,0.140025189,0.358868624,TR
120,18.57077354,18.65292532,0.005972074,0.445956581,0.53336662,TR
121,15.44093599,15.46605615,-0.005218069,0.263167757,0.374716605,TR
122,20.6368794,20.70894851,0.01178525,0.338738311,0.537465619,TR
123,18.55584627,18.5845164,0.002697056,0.678080109,0.336945192,TR
124,18.50447584,18.5664375,-0.020519164,0.012756117,0.348980532,TR
125,18.60576939,18.54475706,-0.003476316,0.812508546,0.468691349,TR
126,18.78758774,18.85631451,-0.043165284,0.0004708,0.409865089,TR
127,19.29057888,19.38681534,-0.00322683,0.766856768,0.699969096,TR
128,16.97201268,16.84275111,-0.013547513,0.411530151,0.776274447,TR
129,21.27018715,21.28956653,0.015905967,0.026711985,0.35195222,TR
130,21.18153635,21.14002743,-0.00329718,0.453662366,0.218934619,TR
131,18.31809001,18.34910597,-0.025122947,0.224135675,1.104548481,TR
132,21.16912937,21.20187419,0.004834203,0.617392769,0.419489522,TR
133,19.46346097,19.53542369,-0.039170674,0.001763954,0.558371632,TR
134,17.7618329,17.85449464,0.00379611,0.733910494,0.479973289,TR
135,17.10785102,17.24939615,-0.015661384,0.237301779,0.509344731,TR
136,18.01098875,17.95917027,-0.002608064,0.909622135,0.772261726,TR
137,18.33122305,18.43136516,0.005672977,0.759653752,0.627593232,TR
138,17.75075828,17.74759433,-0.023350646,0.000436073,0.322062747,TR
139,15.39280616,15.41406163,0.008565181,0.082712383,0.216707478,TR
140,17.87778222,17.86630018,0.026317754,0.001732676,0.313340193,TR
141,20.9582374,20.93992896,0.014610902,0.095024765,0.378031077,TR
142,19.78425285,19.83343615,0.004657873,0.42940219,0.328131248,TR
143,17.37232782,17.33994267,0.023075903,0.045695472,0.508535647,TR
144,17.89838146,17.86319058,-0.034229079,3.77E-05,0.338872007,TR
145,18.08202898,18.11697785,0.004399123,0.570323003,0.434496967,TR
146,16.92519608,16.77993378,-0.069944138,0.000314275,0.693748022,TR
147,18.69708274,18.73530314,-0.011670769,0.088619061,0.357368904,TR
148,18.37686257,18.48459579,-0.025147564,0.006765991,0.383069249,TR
149,22.1172231,22.1445942,0.013939481,0.004104933,0.231712533,TR
150,22.14039518,22.12330108,-0.01610327,0.001967597,0.170556021,TR
151,22.15350762,22.15744041,0.016057863,7.35E-06,0.110125442,TR
1,24.03689455,24.06126643,-0.000801145,0.453662366,0.069895219,Jacobs
2,23.98467922,23.99099196,-0.001060693,0.485610385,0.075163155,Jacobs
3,24.13978143,24.1579347,0.000377788,0.744891473,0.072945206,Jacobs
4,24.11497732,24.11749759,-0.000781594,0.592490181,0.065470654,Jacobs
5,24.10626605,24.11034481,0.000272321,0.858423782,0.06922791,Jacobs
6,24.11205592,24.11620311,0.000322912,0.782794086,0.070381278,Jacobs
7,24.10228695,24.10745289,-0.000450675,0.759653752,0.066580291,Jacobs
8,24.10626605,24.11034481,0.000272321,0.858423782,0.06922791,Jacobs
9,24.10541859,24.11323673,-0.000207477,0.92527573,0.067199887,Jacobs
10,24.17460721,24.17478007,0.000328049,0.7856661,0.065822071,Jacobs
11,23.14857182,23.16184923,-0.003905641,0.040778692,0.135541288,Jacobs
12,23.14857182,23.16184923,-0.003905641,0.040778692,0.135541288,Jacobs
13,22.96132509,22.98037239,-0.003518476,0.247555778,0.144842554,Jacobs
14,22.96132509,22.98037239,-0.003518476,0.247555778,0.144842554,Jacobs
15,23.08729939,23.09307071,0.001267373,0.721226099,0.126861266,Jacobs
16,22.8966864,22.90486836,-0.000898729,0.699914766,0.164558119,Jacobs
17,22.8966864,22.90486836,-0.000898729,0.699914766,0.164558119,Jacobs
18,22.92955869,22.93364952,-0.000181305,0.952714935,0.187946994,Jacobs
19,22.97354731,22.9299332,-0.000782963,0.789592371,0.146084984,Jacobs
20,22.73689741,22.74793441,0.002517327,0.313424629,0.184939625,Jacobs
21,22.30423183,22.31394129,-0.003983899,0.154693674,0.160441485,Jacobs
22,22.67420057,22.65165834,-0.003139333,0.322563517,0.158623206,Jacobs
23,22.27952973,22.2645222,-0.005106631,0.223895801,0.219012797,Jacobs
24,22.27952973,22.2645222,-0.005106631,0.223895801,0.219012797,Jacobs
25,22.26277307,22.31305644,-0.006125694,0.327869973,0.279692179,Jacobs
26,22.60341022,22.70769999,-0.007665104,0.053957497,0.279898897,Jacobs
27,22.09143351,22.10096006,-0.01215947,0.015048543,0.26654217,Jacobs
28,22.70599354,22.63887013,-0.006774671,0.299404607,0.365996803,Jacobs
29,21.76589106,21.79282245,-0.004335599,0.614239542,0.376973019,Jacobs
30,20.98796499,21.01860595,-0.020931086,0.053957497,0.562600607,Jacobs
31,21.38765443,21.57667138,-0.025657459,0.010778342,0.528992314,Jacobs
32,22.21424471,22.2165416,-0.010882957,0.037947435,0.256067272,Jacobs
33,22.158111,22.22462471,-0.011996874,0.030436062,0.323649254,Jacobs
34,21.87364666,21.87833211,-0.017922831,0.030436062,0.398595723,Jacobs
35,22.26897087,22.28572823,-0.020967969,0.001511685,0.352032323,Jacobs
36,22.75427649,22.77696094,-0.004833647,0.213038678,0.182069982,Jacobs
37,22.88829951,22.93506512,-0.006526604,0.091240324,0.205725372,Jacobs
38,23.38599095,23.37633419,-0.003570297,0.096846545,0.10734442,Jacobs
39,23.53696627,23.54015409,-0.001969965,0.440783367,0.103267628,Jacobs
40,23.38599095,23.37633419,-0.003570297,0.096846545,0.10734442,Jacobs
41,23.55776284,23.58649099,-0.003640599,0.192045778,0.121099988,Jacobs
42,23.53696627,23.54015409,-0.001969965,0.440783367,0.103267628,Jacobs
43,23.63989968,23.64404278,-0.002082738,0.327869973,0.116298568,Jacobs
44,23.50092864,23.49452991,-0.002461882,0.35803517,0.113150633,Jacobs
45,23.22611396,23.2613809,0.000586422,0.929124301,0.155043086,Jacobs
46,23.22611396,23.2613809,0.000586422,0.929124301,0.155043086,Jacobs
47,23.08517038,23.11508242,-0.003378252,0.192045778,0.145911241,Jacobs
48,23.16477713,23.21179172,-0.003303724,0.213038678,0.152526165,Jacobs
49,23.28323486,23.30777012,-0.004188233,0.225057145,0.154541282,Jacobs
50,23.54003755,23.55341792,-0.002219283,0.299404607,0.106360913,Jacobs
51,23.37350262,23.36536378,-0.000292905,0.886504806,0.118661234,Jacobs
52,23.34509524,23.36417152,-0.000858828,0.699914766,0.146316066,Jacobs
53,23.34509524,23.36417152,-0.000858828,0.699914766,0.146316066,Jacobs
54,23.34509524,23.36417152,-0.000858828,0.699914766,0.146316066,Jacobs
55,23.34509524,23.36417152,-0.000858828,0.699914766,0.146316066,Jacobs
56,23.46245846,23.46336699,0.001076698,0.426842609,0.069220797,Jacobs
57,23.66424937,23.66843852,0.002728374,0.115719755,0.076527324,Jacobs
58,23.41815973,23.43601004,0.002269914,0.224135675,0.114336641,Jacobs
59,23.81882347,23.81788573,-0.000774142,0.675691865,0.084889024,Jacobs
60,23.82606406,23.8488673,-0.003044368,0.271287116,0.120384948,Jacobs
61,23.82606406,23.8488673,-0.003044368,0.271287116,0.120384948,Jacobs
62,23.81882347,23.81788573,-0.000774142,0.675691865,0.084889024,Jacobs
63,23.81882347,23.81788573,-0.000774142,0.675691865,0.084889024,Jacobs
64,23.82606406,23.8488673,-0.003044368,0.271287116,0.120384948,Jacobs
65,23.56428226,23.59167378,-0.004477963,0.320136568,0.158594145,Jacobs
66,23.36636199,23.3854589,0.001718113,0.440783367,0.142365307,Jacobs
67,22.45744149,22.4451118,-0.001187119,0.675691865,0.200574252,Jacobs
68,23.29016495,23.27561113,-0.001409344,0.642743176,0.121412451,Jacobs
69,23.29016495,23.27561113,-0.001409344,0.642743176,0.121412451,Jacobs
70,23.53898003,23.53885997,-0.005156324,0.03228019,0.093698946,Jacobs
71,23.53898003,23.53885997,-0.005156324,0.03228019,0.093698946,Jacobs
72,23.64370898,23.66747008,-0.001215512,0.324235102,0.10326925,Jacobs
73,23.47779114,23.46961673,-0.006529962,0.004028237,0.109317682,Jacobs
74,23.47779114,23.46961673,-0.006529962,0.004028237,0.109317682,Jacobs
75,23.46400841,23.49154342,-0.008211394,2.91E-05,0.088247395,Jacobs
76,23.47779114,23.46961673,-0.006529962,0.004028237,0.109317682,Jacobs
77,23.1500881,23.18479811,-0.007471044,0.009895688,0.145410614,Jacobs
78,23.47301221,23.47983531,-0.00440127,0.091240324,0.132904836,Jacobs
79,23.13909414,23.14431201,-0.004668136,0.110838581,0.107728981,Jacobs
80,23.10459228,23.11818634,-0.00840048,0.002785926,0.120082845,Jacobs
81,23.31467652,23.33491268,-0.00320839,0.208829636,0.097937436,Jacobs
82,21.6277503,21.59059954,-0.002240021,0.661499203,0.255956618,Jacobs
83,21.65625236,21.6065005,-0.004308532,0.353545768,0.268767841,Jacobs
84,23.49579044,23.50586638,-0.003961515,0.011730305,0.091808158,Jacobs
85,23.41793429,23.38400763,-0.01034881,0.007243571,0.205658273,Jacobs
86,23.1296397,23.12884691,-0.007044941,0.000596334,0.096746434,Jacobs
87,23.1296397,23.12884691,-0.007044941,0.000596334,0.096746434,Jacobs
88,23.1296397,23.12884691,-0.007044941,0.000596334,0.096746434,Jacobs
89,23.1296397,23.12884691,-0.007044941,0.000596334,0.096746434,Jacobs
90,25.13984825,25.06421835,-0.012581203,0.044901376,0.349230013,Jacobs
91,24.15209325,24.14808824,-0.003181769,0.029589571,0.064940258,Jacobs
92,24.15209325,24.14808824,-0.003181769,0.029589571,0.064940258,Jacobs
93,24.15209325,24.14808824,-0.003181769,0.029589571,0.064940258,Jacobs
94,24.15209325,24.14808824,-0.003181769,0.029589571,0.064940258,Jacobs
95,23.8828109,23.89302114,-0.003295464,0.007457008,0.062173668,Jacobs
96,23.13977009,23.13731071,-0.004222585,0.02423927,0.119420948,Jacobs
97,23.40150724,23.40478765,-0.003812846,0.028234143,0.117496778,Jacobs
98,23.13034022,23.14499654,-0.008521335,0.000179676,0.096957163,Jacobs
99,23.36208333,23.36392973,-0.005234526,0.004575723,0.11073553,Jacobs
100,23.59584157,23.61788257,-0.008274374,0.07712322,0.272264963,Jacobs
101,25.6144926,25.62513479,-0.000205771,0.858806757,0.047651473,Jacobs
102,24.34555884,24.35133933,-0.000895347,0.192045778,0.038399803,Jacobs
103,25.6144926,25.62513479,-0.000205771,0.858806757,0.047651473,Jacobs
104,24.34555884,24.35133933,-0.000895347,0.192045778,0.038399803,Jacobs
105,24.43385216,24.48484476,-0.005184749,0.0033329,0.103313379,Jacobs
106,24.43385216,24.48484476,-0.005184749,0.0033329,0.103313379,Jacobs
107,24.22749653,24.2344108,-0.001914153,0.070515954,0.060230296,Jacobs
108,23.96488227,23.9725771,-0.001791701,0.080241886,0.055327625,Jacobs
